# agents,data_points,scores
0.000000000000000000e+00,6.000000000000000000e+01,1.000000000000000000e+00
1.000000000000000000e+00,6.000000000000000000e+01,1.000000000000000000e+00
2.000000000000000000e+00,6.000000000000000000e+01,0.000000000000000000e+00
3.000000000000000000e+00,6.000000000000000000e+01,0.000000000000000000e+00
4.000000000000000000e+00,6.000000000000000000e+01,0.000000000000000000e+00
0.000000000000000000e+00,6.500000000000000000e+01,0.000000000000000000e+00
1.000000000000000000e+00,6.500000000000000000e+01,0.000000000000000000e+00
2.000000000000000000e+00,6.500000000000000000e+01,0.000000000000000000e+00
3.000000000000000000e+00,6.500000000000000000e+01,0.000000000000000000e+00
4.000000000000000000e+00,6.500000000000000000e+01,0.000000000000000000e+00
0.000000000000000000e+00,8.700000000000000000e+01,0.000000000000000000e+00
1.000000000000000000e+00,8.700000000000000000e+01,0.000000000000000000e+00
2.000000000000000000e+00,8.700000000000000000e+01,-1.000000000000000000e+00
3.000000000000000000e+00,8.700000000000000000e+01,-1.000000000000000000e+00
4.000000000000000000e+00,8.700000000000000000e+01,1.000000000000000000e+00
0.000000000000000000e+00,2.100000000000000000e+01,-1.000000000000000000e+00
1.000000000000000000e+00,2.100000000000000000e+01,-1.000000000000000000e+00
2.000000000000000000e+00,2.100000000000000000e+01,1.000000000000000000e+00
3.000000000000000000e+00,2.100000000000000000e+01,0.000000000000000000e+00
4.000000000000000000e+00,2.100000000000000000e+01,1.000000000000000000e+00
0.000000000000000000e+00,1.930000000000000000e+02,1.000000000000000000e+00
1.000000000000000000e+00,1.930000000000000000e+02,0.000000000000000000e+00
2.000000000000000000e+00,1.930000000000000000e+02,1.000000000000000000e+00
3.000000000000000000e+00,1.930000000000000000e+02,0.000000000000000000e+00
4.000000000000000000e+00,1.930000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,9.200000000000000000e+01,-1.000000000000000000e+00
1.000000000000000000e+00,9.200000000000000000e+01,1.000000000000000000e+00
2.000000000000000000e+00,9.200000000000000000e+01,1.000000000000000000e+00
3.000000000000000000e+00,9.200000000000000000e+01,0.000000000000000000e+00
4.000000000000000000e+00,9.200000000000000000e+01,1.000000000000000000e+00
0.000000000000000000e+00,5.000000000000000000e+01,1.000000000000000000e+00
1.000000000000000000e+00,5.000000000000000000e+01,0.000000000000000000e+00
2.000000000000000000e+00,5.000000000000000000e+01,1.000000000000000000e+00
3.000000000000000000e+00,5.000000000000000000e+01,0.000000000000000000e+00
4.000000000000000000e+00,5.000000000000000000e+01,0.000000000000000000e+00
0.000000000000000000e+00,5.600000000000000000e+01,0.000000000000000000e+00
1.000000000000000000e+00,5.600000000000000000e+01,nan
2.000000000000000000e+00,5.600000000000000000e+01,1.000000000000000000e+00
3.000000000000000000e+00,5.600000000000000000e+01,1.000000000000000000e+00
4.000000000000000000e+00,5.600000000000000000e+01,1.000000000000000000e+00
0.000000000000000000e+00,1.550000000000000000e+02,nan
1.000000000000000000e+00,1.550000000000000000e+02,0.000000000000000000e+00
2.000000000000000000e+00,1.550000000000000000e+02,1.000000000000000000e+00
3.000000000000000000e+00,1.550000000000000000e+02,-1.000000000000000000e+00
4.000000000000000000e+00,1.550000000000000000e+02,1.000000000000000000e+00
0.000000000000000000e+00,1.960000000000000000e+02,0.000000000000000000e+00
1.000000000000000000e+00,1.960000000000000000e+02,0.000000000000000000e+00
2.000000000000000000e+00,1.960000000000000000e+02,1.000000000000000000e+00
3.000000000000000000e+00,1.960000000000000000e+02,1.000000000000000000e+00
4.000000000000000000e+00,1.960000000000000000e+02,1.000000000000000000e+00
0.000000000000000000e+00,1.240000000000000000e+02,1.000000000000000000e+00
1.000000000000000000e+00,1.240000000000000000e+02,-1.000000000000000000e+00
2.000000000000000000e+00,1.240000000000000000e+02,0.000000000000000000e+00
3.000000000000000000e+00,1.240000000000000000e+02,0.000000000000000000e+00
4.000000000000000000e+00,1.240000000000000000e+02,1.000000000000000000e+00
0.000000000000000000e+00,1.850000000000000000e+02,0.000000000000000000e+00
1.000000000000000000e+00,1.850000000000000000e+02,1.000000000000000000e+00
2.000000000000000000e+00,1.850000000000000000e+02,0.000000000000000000e+00
3.000000000000000000e+00,1.850000000000000000e+02,-1.000000000000000000e+00
4.000000000000000000e+00,1.850000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,1.300000000000000000e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.300000000000000000e+01,0.000000000000000000e+00
2.000000000000000000e+00,1.300000000000000000e+01,0.000000000000000000e+00
3.000000000000000000e+00,1.300000000000000000e+01,0.000000000000000000e+00
4.000000000000000000e+00,1.300000000000000000e+01,0.000000000000000000e+00
0.000000000000000000e+00,4.600000000000000000e+01,0.000000000000000000e+00
1.000000000000000000e+00,4.600000000000000000e+01,0.000000000000000000e+00
2.000000000000000000e+00,4.600000000000000000e+01,1.000000000000000000e+00
3.000000000000000000e+00,4.600000000000000000e+01,1.000000000000000000e+00
4.000000000000000000e+00,4.600000000000000000e+01,0.000000000000000000e+00
0.000000000000000000e+00,1.670000000000000000e+02,0.000000000000000000e+00
1.000000000000000000e+00,1.670000000000000000e+02,-1.000000000000000000e+00
2.000000000000000000e+00,1.670000000000000000e+02,nan
3.000000000000000000e+00,1.670000000000000000e+02,0.000000000000000000e+00
4.000000000000000000e+00,1.670000000000000000e+02,1.000000000000000000e+00
0.000000000000000000e+00,2.500000000000000000e+01,1.000000000000000000e+00
1.000000000000000000e+00,2.500000000000000000e+01,1.000000000000000000e+00
2.000000000000000000e+00,2.500000000000000000e+01,nan
3.000000000000000000e+00,2.500000000000000000e+01,0.000000000000000000e+00
4.000000000000000000e+00,2.500000000000000000e+01,1.000000000000000000e+00
0.000000000000000000e+00,1.730000000000000000e+02,1.000000000000000000e+00
1.000000000000000000e+00,1.730000000000000000e+02,0.000000000000000000e+00
2.000000000000000000e+00,1.730000000000000000e+02,1.000000000000000000e+00
3.000000000000000000e+00,1.730000000000000000e+02,1.000000000000000000e+00
4.000000000000000000e+00,1.730000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+02,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+02,1.000000000000000000e+00
2.000000000000000000e+00,1.000000000000000000e+02,nan
3.000000000000000000e+00,1.000000000000000000e+02,0.000000000000000000e+00
4.000000000000000000e+00,1.000000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,9.900000000000000000e+01,0.000000000000000000e+00
1.000000000000000000e+00,9.900000000000000000e+01,1.000000000000000000e+00
2.000000000000000000e+00,9.900000000000000000e+01,-1.000000000000000000e+00
3.000000000000000000e+00,9.900000000000000000e+01,1.000000000000000000e+00
4.000000000000000000e+00,9.900000000000000000e+01,0.000000000000000000e+00
0.000000000000000000e+00,6.600000000000000000e+01,1.000000000000000000e+00
1.000000000000000000e+00,6.600000000000000000e+01,1.000000000000000000e+00
2.000000000000000000e+00,6.600000000000000000e+01,1.000000000000000000e+00
3.000000000000000000e+00,6.600000000000000000e+01,0.000000000000000000e+00
4.000000000000000000e+00,6.600000000000000000e+01,0.000000000000000000e+00
0.000000000000000000e+00,1.100000000000000000e+02,1.000000000000000000e+00
1.000000000000000000e+00,1.100000000000000000e+02,nan
2.000000000000000000e+00,1.100000000000000000e+02,-1.000000000000000000e+00
3.000000000000000000e+00,1.100000000000000000e+02,0.000000000000000000e+00
4.000000000000000000e+00,1.100000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00
2.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00
4.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.500000000000000000e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.500000000000000000e+01,1.000000000000000000e+00
2.000000000000000000e+00,1.500000000000000000e+01,0.000000000000000000e+00
3.000000000000000000e+00,1.500000000000000000e+01,nan
4.000000000000000000e+00,1.500000000000000000e+01,-1.000000000000000000e+00
0.000000000000000000e+00,4.300000000000000000e+01,1.000000000000000000e+00
1.000000000000000000e+00,4.300000000000000000e+01,0.000000000000000000e+00
2.000000000000000000e+00,4.300000000000000000e+01,1.000000000000000000e+00
3.000000000000000000e+00,4.300000000000000000e+01,0.000000000000000000e+00
4.000000000000000000e+00,4.300000000000000000e+01,1.000000000000000000e+00
0.000000000000000000e+00,1.040000000000000000e+02,1.000000000000000000e+00
1.000000000000000000e+00,1.040000000000000000e+02,1.000000000000000000e+00
2.000000000000000000e+00,1.040000000000000000e+02,0.000000000000000000e+00
3.000000000000000000e+00,1.040000000000000000e+02,0.000000000000000000e+00
4.000000000000000000e+00,1.040000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,3.500000000000000000e+01,0.000000000000000000e+00
1.000000000000000000e+00,3.500000000000000000e+01,0.000000000000000000e+00
2.000000000000000000e+00,3.500000000000000000e+01,0.000000000000000000e+00
3.000000000000000000e+00,3.500000000000000000e+01,0.000000000000000000e+00
4.000000000000000000e+00,3.500000000000000000e+01,0.000000000000000000e+00
0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,2.000000000000000000e+00,nan
3.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.800000000000000000e+01,nan
1.000000000000000000e+00,2.800000000000000000e+01,nan
2.000000000000000000e+00,2.800000000000000000e+01,0.000000000000000000e+00
3.000000000000000000e+00,2.800000000000000000e+01,0.000000000000000000e+00
4.000000000000000000e+00,2.800000000000000000e+01,0.000000000000000000e+00
0.000000000000000000e+00,5.300000000000000000e+01,0.000000000000000000e+00
1.000000000000000000e+00,5.300000000000000000e+01,0.000000000000000000e+00
2.000000000000000000e+00,5.300000000000000000e+01,0.000000000000000000e+00
3.000000000000000000e+00,5.300000000000000000e+01,0.000000000000000000e+00
4.000000000000000000e+00,5.300000000000000000e+01,1.000000000000000000e+00
0.000000000000000000e+00,1.940000000000000000e+02,1.000000000000000000e+00
1.000000000000000000e+00,1.940000000000000000e+02,1.000000000000000000e+00
2.000000000000000000e+00,1.940000000000000000e+02,0.000000000000000000e+00
3.000000000000000000e+00,1.940000000000000000e+02,1.000000000000000000e+00
4.000000000000000000e+00,1.940000000000000000e+02,1.000000000000000000e+00
0.000000000000000000e+00,1.280000000000000000e+02,0.000000000000000000e+00
1.000000000000000000e+00,1.280000000000000000e+02,nan
2.000000000000000000e+00,1.280000000000000000e+02,0.000000000000000000e+00
3.000000000000000000e+00,1.280000000000000000e+02,0.000000000000000000e+00
4.000000000000000000e+00,1.280000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,2.200000000000000000e+01,-1.000000000000000000e+00
1.000000000000000000e+00,2.200000000000000000e+01,1.000000000000000000e+00
2.000000000000000000e+00,2.200000000000000000e+01,1.000000000000000000e+00
3.000000000000000000e+00,2.200000000000000000e+01,0.000000000000000000e+00
4.000000000000000000e+00,2.200000000000000000e+01,0.000000000000000000e+00
0.000000000000000000e+00,2.400000000000000000e+01,0.000000000000000000e+00
1.000000000000000000e+00,2.400000000000000000e+01,0.000000000000000000e+00
2.000000000000000000e+00,2.400000000000000000e+01,0.000000000000000000e+00
3.000000000000000000e+00,2.400000000000000000e+01,-1.000000000000000000e+00
4.000000000000000000e+00,2.400000000000000000e+01,0.000000000000000000e+00
0.000000000000000000e+00,1.590000000000000000e+02,0.000000000000000000e+00
1.000000000000000000e+00,1.590000000000000000e+02,0.000000000000000000e+00
2.000000000000000000e+00,1.590000000000000000e+02,1.000000000000000000e+00
3.000000000000000000e+00,1.590000000000000000e+02,1.000000000000000000e+00
4.000000000000000000e+00,1.590000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,1.100000000000000000e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.100000000000000000e+01,0.000000000000000000e+00
2.000000000000000000e+00,1.100000000000000000e+01,1.000000000000000000e+00
3.000000000000000000e+00,1.100000000000000000e+01,1.000000000000000000e+00
4.000000000000000000e+00,1.100000000000000000e+01,0.000000000000000000e+00
0.000000000000000000e+00,7.500000000000000000e+01,nan
1.000000000000000000e+00,7.500000000000000000e+01,0.000000000000000000e+00
2.000000000000000000e+00,7.500000000000000000e+01,0.000000000000000000e+00
3.000000000000000000e+00,7.500000000000000000e+01,0.000000000000000000e+00
4.000000000000000000e+00,7.500000000000000000e+01,1.000000000000000000e+00
0.000000000000000000e+00,5.200000000000000000e+01,0.000000000000000000e+00
1.000000000000000000e+00,5.200000000000000000e+01,1.000000000000000000e+00
2.000000000000000000e+00,5.200000000000000000e+01,0.000000000000000000e+00
3.000000000000000000e+00,5.200000000000000000e+01,0.000000000000000000e+00
4.000000000000000000e+00,5.200000000000000000e+01,0.000000000000000000e+00
0.000000000000000000e+00,7.700000000000000000e+01,0.000000000000000000e+00
1.000000000000000000e+00,7.700000000000000000e+01,1.000000000000000000e+00
2.000000000000000000e+00,7.700000000000000000e+01,1.000000000000000000e+00
3.000000000000000000e+00,7.700000000000000000e+01,0.000000000000000000e+00
4.000000000000000000e+00,7.700000000000000000e+01,0.000000000000000000e+00
0.000000000000000000e+00,1.190000000000000000e+02,1.000000000000000000e+00
1.000000000000000000e+00,1.190000000000000000e+02,-1.000000000000000000e+00
2.000000000000000000e+00,1.190000000000000000e+02,0.000000000000000000e+00
3.000000000000000000e+00,1.190000000000000000e+02,0.000000000000000000e+00
4.000000000000000000e+00,1.190000000000000000e+02,1.000000000000000000e+00
0.000000000000000000e+00,1.680000000000000000e+02,1.000000000000000000e+00
1.000000000000000000e+00,1.680000000000000000e+02,0.000000000000000000e+00
2.000000000000000000e+00,1.680000000000000000e+02,0.000000000000000000e+00
3.000000000000000000e+00,1.680000000000000000e+02,nan
4.000000000000000000e+00,1.680000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,1.890000000000000000e+02,0.000000000000000000e+00
1.000000000000000000e+00,1.890000000000000000e+02,0.000000000000000000e+00
2.000000000000000000e+00,1.890000000000000000e+02,-1.000000000000000000e+00
3.000000000000000000e+00,1.890000000000000000e+02,1.000000000000000000e+00
4.000000000000000000e+00,1.890000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,1.720000000000000000e+02,1.000000000000000000e+00
1.000000000000000000e+00,1.720000000000000000e+02,1.000000000000000000e+00
2.000000000000000000e+00,1.720000000000000000e+02,0.000000000000000000e+00
3.000000000000000000e+00,1.720000000000000000e+02,-1.000000000000000000e+00
4.000000000000000000e+00,1.720000000000000000e+02,nan
0.000000000000000000e+00,1.170000000000000000e+02,1.000000000000000000e+00
1.000000000000000000e+00,1.170000000000000000e+02,nan
2.000000000000000000e+00,1.170000000000000000e+02,1.000000000000000000e+00
3.000000000000000000e+00,1.170000000000000000e+02,1.000000000000000000e+00
4.000000000000000000e+00,1.170000000000000000e+02,1.000000000000000000e+00
0.000000000000000000e+00,1.800000000000000000e+02,1.000000000000000000e+00
1.000000000000000000e+00,1.800000000000000000e+02,nan
2.000000000000000000e+00,1.800000000000000000e+02,-1.000000000000000000e+00
3.000000000000000000e+00,1.800000000000000000e+02,1.000000000000000000e+00
4.000000000000000000e+00,1.800000000000000000e+02,nan
0.000000000000000000e+00,4.100000000000000000e+01,0.000000000000000000e+00
1.000000000000000000e+00,4.100000000000000000e+01,0.000000000000000000e+00
2.000000000000000000e+00,4.100000000000000000e+01,-1.000000000000000000e+00
3.000000000000000000e+00,4.100000000000000000e+01,0.000000000000000000e+00
4.000000000000000000e+00,4.100000000000000000e+01,1.000000000000000000e+00
0.000000000000000000e+00,5.500000000000000000e+01,0.000000000000000000e+00
1.000000000000000000e+00,5.500000000000000000e+01,0.000000000000000000e+00
2.000000000000000000e+00,5.500000000000000000e+01,1.000000000000000000e+00
3.000000000000000000e+00,5.500000000000000000e+01,1.000000000000000000e+00
4.000000000000000000e+00,5.500000000000000000e+01,nan
0.000000000000000000e+00,1.060000000000000000e+02,0.000000000000000000e+00
1.000000000000000000e+00,1.060000000000000000e+02,nan
2.000000000000000000e+00,1.060000000000000000e+02,1.000000000000000000e+00
3.000000000000000000e+00,1.060000000000000000e+02,1.000000000000000000e+00
4.000000000000000000e+00,1.060000000000000000e+02,1.000000000000000000e+00
0.000000000000000000e+00,1.160000000000000000e+02,1.000000000000000000e+00
1.000000000000000000e+00,1.160000000000000000e+02,-1.000000000000000000e+00
2.000000000000000000e+00,1.160000000000000000e+02,0.000000000000000000e+00
3.000000000000000000e+00,1.160000000000000000e+02,0.000000000000000000e+00
4.000000000000000000e+00,1.160000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,5.700000000000000000e+01,1.000000000000000000e+00
1.000000000000000000e+00,5.700000000000000000e+01,1.000000000000000000e+00
2.000000000000000000e+00,5.700000000000000000e+01,1.000000000000000000e+00
3.000000000000000000e+00,5.700000000000000000e+01,0.000000000000000000e+00
4.000000000000000000e+00,5.700000000000000000e+01,0.000000000000000000e+00
0.000000000000000000e+00,8.900000000000000000e+01,0.000000000000000000e+00
1.000000000000000000e+00,8.900000000000000000e+01,1.000000000000000000e+00
2.000000000000000000e+00,8.900000000000000000e+01,-1.000000000000000000e+00
3.000000000000000000e+00,8.900000000000000000e+01,1.000000000000000000e+00
4.000000000000000000e+00,8.900000000000000000e+01,1.000000000000000000e+00
0.000000000000000000e+00,1.600000000000000000e+01,nan
1.000000000000000000e+00,1.600000000000000000e+01,1.000000000000000000e+00
2.000000000000000000e+00,1.600000000000000000e+01,1.000000000000000000e+00
3.000000000000000000e+00,1.600000000000000000e+01,-1.000000000000000000e+00
4.000000000000000000e+00,1.600000000000000000e+01,1.000000000000000000e+00
0.000000000000000000e+00,9.300000000000000000e+01,0.000000000000000000e+00
1.000000000000000000e+00,9.300000000000000000e+01,1.000000000000000000e+00
2.000000000000000000e+00,9.300000000000000000e+01,1.000000000000000000e+00
3.000000000000000000e+00,9.300000000000000000e+01,0.000000000000000000e+00
4.000000000000000000e+00,9.300000000000000000e+01,1.000000000000000000e+00
0.000000000000000000e+00,7.800000000000000000e+01,nan
1.000000000000000000e+00,7.800000000000000000e+01,-1.000000000000000000e+00
2.000000000000000000e+00,7.800000000000000000e+01,1.000000000000000000e+00
3.000000000000000000e+00,7.800000000000000000e+01,1.000000000000000000e+00
4.000000000000000000e+00,7.800000000000000000e+01,0.000000000000000000e+00
0.000000000000000000e+00,1.230000000000000000e+02,0.000000000000000000e+00
1.000000000000000000e+00,1.230000000000000000e+02,1.000000000000000000e+00
2.000000000000000000e+00,1.230000000000000000e+02,0.000000000000000000e+00
3.000000000000000000e+00,1.230000000000000000e+02,0.000000000000000000e+00
4.000000000000000000e+00,1.230000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,3.000000000000000000e+01,0.000000000000000000e+00
1.000000000000000000e+00,3.000000000000000000e+01,1.000000000000000000e+00
2.000000000000000000e+00,3.000000000000000000e+01,0.000000000000000000e+00
3.000000000000000000e+00,3.000000000000000000e+01,1.000000000000000000e+00
4.000000000000000000e+00,3.000000000000000000e+01,0.000000000000000000e+00
0.000000000000000000e+00,1.110000000000000000e+02,0.000000000000000000e+00
1.000000000000000000e+00,1.110000000000000000e+02,1.000000000000000000e+00
2.000000000000000000e+00,1.110000000000000000e+02,1.000000000000000000e+00
3.000000000000000000e+00,1.110000000000000000e+02,1.000000000000000000e+00
4.000000000000000000e+00,1.110000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,1.130000000000000000e+02,0.000000000000000000e+00
1.000000000000000000e+00,1.130000000000000000e+02,0.000000000000000000e+00
2.000000000000000000e+00,1.130000000000000000e+02,0.000000000000000000e+00
3.000000000000000000e+00,1.130000000000000000e+02,nan
4.000000000000000000e+00,1.130000000000000000e+02,nan
0.000000000000000000e+00,2.700000000000000000e+01,0.000000000000000000e+00
1.000000000000000000e+00,2.700000000000000000e+01,0.000000000000000000e+00
2.000000000000000000e+00,2.700000000000000000e+01,0.000000000000000000e+00
3.000000000000000000e+00,2.700000000000000000e+01,0.000000000000000000e+00
4.000000000000000000e+00,2.700000000000000000e+01,-1.000000000000000000e+00
0.000000000000000000e+00,1.650000000000000000e+02,1.000000000000000000e+00
1.000000000000000000e+00,1.650000000000000000e+02,1.000000000000000000e+00
2.000000000000000000e+00,1.650000000000000000e+02,1.000000000000000000e+00
3.000000000000000000e+00,1.650000000000000000e+02,nan
4.000000000000000000e+00,1.650000000000000000e+02,1.000000000000000000e+00
0.000000000000000000e+00,5.900000000000000000e+01,-1.000000000000000000e+00
1.000000000000000000e+00,5.900000000000000000e+01,0.000000000000000000e+00
2.000000000000000000e+00,5.900000000000000000e+01,0.000000000000000000e+00
3.000000000000000000e+00,5.900000000000000000e+01,0.000000000000000000e+00
4.000000000000000000e+00,5.900000000000000000e+01,0.000000000000000000e+00
